Business Unit ,Country of participant,Course Title,Start Date,End Date,Duration Hours,Training offered,Category,Delivery Method,Product Type,Training Supplier ID,Learning Activity ID
DI SW DM VA AN R&D,IT,ISO 270001 Foundation training,14/2/22,17/2/22,16,External,Technical and Technology Training,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81058120
DI SW DM VA AN R&D,IT,Siemens Export Control Essentials,18/3/22,18/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81209039
DI SW DM VA AN R&D,IT,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014077
DI SW DM R&D-MOM MM R&D ITA,IT,Siemens Export Control Essentials,20/4/22,20/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81979851
DI SW DM R&D-MOM MM R&D ITA,IT,Blue Ocean Brain,1/4/22,30/4/22,0.017,External,Business Learning,Self-paced learning,ELE - eLearning,RUS102 - Global Learning Campus USA - Blue Ocean Brain,82269327
DI SW DM BEN&IS SPM-MFE,IT,Digital Public Speaking,21/2/22,2/3/22,12,Internal,Business Learning,Blended learning,BLL - Blended learning (less than 50% Instructor-led training),OIT100 - OneLMS Italy,80931063
DI SW DM BEN&IS SPM-MFE,IT,Siemens Export Control Essentials,23/3/22,23/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81230107
DI SW DM FND SIT R&D QA,IT,Siemens Export Control Essentials,5/4/22,5/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81776424
DI SW DM FND SIT R&D PRS,IT,Introduction to Semantic Technology with Order Number: 0001459396,21/10/21,21/10/21,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,78924576
DI SW DM FND SIT R&D PRS,IT,DM Learning Day - Introduction to Semantic Technology,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80581374
DI SW DM FND SIT R&D PRS,IT,The 12 Agile Principles: What Are They and Do They Still Matter? with Order Number: 0001546528,20/1/22,20/1/22,2,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,LTI100 - QUICK - Manual entry for Formal Learning Activities,80014508
DI SW DM FND SIT R&D PRS,IT,DM Learning Day - The 12 Agile Principles: What Are They and Do They Still Matter?,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80711719
DI SW DM FND SIT R&D PRS,IT,Siemens Export Control Essentials,21/3/22,21/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81214557
DI SW DM FND SIT R&D PRS,IT,The German Culture: Working Together,7/4/22,7/4/22,1.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81658114
DI SW DM FND SIT R&D PRS,IT,"•	AGGIORNAMENTO FORMAZIONE SPECIFICA LAVORATORI ",23/5/22,23/5/22,6,Internal,Business Learning,Self-paced learning,ELE - eLearning,LTI100 - QUICK - Manual entry for Formal Learning Activities,82498286
DI SW DM SE&CS SPE-D,IT,DM Learning Day - Manufacturing Engineering portfolio overview,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79668368
DI SW DM SE&CS SPE-D,IT,"DM Learning Day - Introduction to MOM: market, portfolio, strategy and organization",21/10/21,21/10/21,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80579093
DI SW DM SE&CS SPE-D,IT,DM Learning Day - SDL - Adding Supply chain & logistics to DM,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583679
DI SW DM SE&CS SPE-D,IT,DM Learning Day - Smart Manufacturing for Automotive,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583902
DI SW DM SE&CS SPE-D,IT,Opcenter Connect MOM 4.1 Release Overview,26/10/21,26/10/21,2,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702081
DI SW DM SE&CS SPE-D,IT,Siemens Export Control Essentials,30/3/22,30/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81352040
DI SW DM FND FN ITA,IT,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583291
DI SW DM FND FN ITA,IT,DM Learning Day - Smart Manufacturing for Automotive,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583895
DI SW DM FND FN ITA,IT,DM Learning Day - How the market is influenced by business analysts,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702906
DI SW DM FND FN ITA,IT,DM Learning Day - Production Management Innovation driven by AI and ML,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705696
DI SW DM FND FN ITA,IT,DM Learning Day - Introduction to Tecnomatix Plant Simulation,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80707979
DI SW DM FND FN ITA,IT,Siemens Export Control Essentials,22/3/22,22/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81222179
DI SW DM FND,IT,Siemens Export Control Essentials,17/3/22,17/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81201160
DI SW DM FND FN SWAC,IT,Siemens Export Control Essentials,21/3/22,21/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81216414
DI SW DM FND FN SWAC,IT,AWS Security Foundamentals,7/4/22,7/4/22,3,External,Technical and Technology Training,Self-paced learning,WBT - Web-based training,MANUAL$ - Entry via GLP 2.0 UI,81658895
DI SW DM FND FN SWAC,IT,DM Learning Day - Collaboration with Git,7/4/22,7/4/22,2,Internal,Technical and Technology Training,Self-paced learning,WBT - Web-based training,MANUAL$ - Entry via GLP 2.0 UI,81659298
DI SW DM FND FN SWAC,IT,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014095
DI SW DM R&D-MOM DA ALM,IT,Siemens Export Control Essentials,10/2/22,10/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80480587
DI SW DM VA AN R&D,IT,DM Learning Day - DM Q-Gate handling with Polarion  - Advanced session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79856881
DI SW DM VA AN R&D,IT,DM Learning Day - DM Q-Gate handling with Polarion - Introductory session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80582362
DI SW DM VA AN R&D,IT,DM Learning Day - Getting more out of Excel,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585759
DI SW DM VA AN R&D,IT,DM Learning Day - The 12 Agile Principles: What Are They and Do They Still Matter?,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80711721
DI SW DM VA AN R&D,IT,Agile surveys in Siemens: Time well-spent or waste of time?,10/2/22,10/2/22,0.989,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80407208
DI SW DM VA AN R&D,IT,Siemens Export Control Essentials,10/2/22,10/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80477973
DI SW DM VA AN R&D,IT,ISO 27001 Foundation training,14/2/22,17/2/22,16,External,Technical and Technology Training,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81058225
DI SW DM VA AN R&D,IT,Introduction to Mendix at Siemens,11/3/22,11/3/22,1,Internal,Technical and Technology Training,Virtual Instructor-led training (VILT),VIR - Virtual classroom,SABA10 - SABA Global Learning Campus,81046287
DI SW DM VA AN R&D,IT,Opening Keynote: Competitive advantages by being Agile,16/3/22,16/3/22,0.927,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81249164
DI SW DM VA AN R&D,IT,Our Agile Transformation Story (so far) – Smart Infrastructure IT,16/3/22,16/3/22,0.75,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278926
DI SW DM VA AN R&D,IT,Personal Excellence 2: creare abitudini,10/3/22,17/3/22,6,Internal,Business Learning,Blended learning,BLL - Blended learning (less than 50% Instructor-led training),OIT100 - OneLMS Italy,81100069
DI SW DM VA AN R&D,IT,"Business Agility – Expanding the Agile IT Transformation
",17/3/22,17/3/22,0.754,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81249185
DI SW DM VA AN R&D,IT,"SAFe vs. Flight levels vs. LeSS - what's the difference?
",17/3/22,17/3/22,0.75,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278927
DI SW DM VA AN R&D,IT,"Taking the first steps towards DevOps Excellence
",18/3/22,18/3/22,0.654,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278921
DI SW DM VA AN R&D,IT,How to empower teams in an intercultural and virtual environment,21/3/22,21/3/22,0.998,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81249222
DI SW DM VA AN R&D,IT,"Reinventing Siemens Manufacturing with network-based organization
",21/3/22,21/3/22,0.75,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278922
DI SW DM VA AN R&D,IT,Culture eats agile for breakfast. Or does it?,22/3/22,22/3/22,0.726,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278923
DI SW DM VA AN R&D,IT,Why is a healthy failure culture important?,22/3/22,22/3/22,0.75,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278924
DI SW DM VA AN R&D,IT,"How can we grow Agile leaders? Conference Closing
",23/3/22,23/3/22,0.97,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81249150
DI SW DM VA AN R&D,IT,"Comic Agil? - when agile meets reality
",23/3/22,23/3/22,0.992,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81249156
DI SW DM VA AN R&D,IT,Agile Coach to Manager - Lessons from practicing the most significant leadership skill,23/3/22,23/3/22,0.736,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,81278925
DI SW DM VA AN R&D,IT,Complex collaboration,12/4/22,13/4/22,6,Internal,Business Learning,Blended learning,BLL - Blended learning (less than 50% Instructor-led training),OIT100 - OneLMS Italy,81949604
DI SW DM VA AN R&D,IT,AWS Security Fundamentals,21/4/22,21/4/22,2,External,Technical and Technology Training,Virtual Instructor-led training (VILT),WBN - Webinar,MANUAL$ - Entry via GLP 2.0 UI,81895958
DI SW DM VA AN R&D,IT,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014099
DI SW DM VA AN R&D,IT,"Ready to Make Digitalization Work?
",10/5/22,10/5/22,0.331,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480633
DI SW DM VA AN R&D,IT,Sustainable Digitalization,10/5/22,10/5/22,0.75,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480634
DI SW DM VA AN R&D,IT,Embrace your updates @ Digital Learning,10/5/22,10/5/22,0.459,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480635
DI SW DM VA AN R&D,IT,Jumping into new dimensions,10/5/22,10/5/22,0.732,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480636
DI SW DM VA AN R&D,IT,Creating Impact with Technology,10/5/22,10/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480637
DI SW DM VA AN R&D,IT,How are we shaping Customer Experience?,10/5/22,10/5/22,0.546,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480638
DI SW DM VA AN R&D,IT,Cybersecurity in the digital era,10/5/22,10/5/22,0.435,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480639
DI SW DM VA AN R&D,IT,From office to home: a Google story,10/5/22,10/5/22,0.026,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480640
DI SW DM VA AN R&D,IT,Blockchain - its impact on the platform economy & use cases in Siemens,10/5/22,10/5/22,0.433,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480641
DI SW DM VA AN R&D,IT,Living in a world without digital borders - Powered by Microsoft,10/5/22,10/5/22,0.75,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82480642
DI SW DM VA AN R&D,IT,Skilling in the Digital Era,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82441193
DI SW DM VA AN R&D,IT,Tips and tricks for a more sustainable workday,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82441471
DI SW DM VA AN R&D,IT, What is your cloud #endgame,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82442072
DI SW DM VA AN R&D,IT,"AR, VR, XR - What's the difference in Reality?",12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82442945
DI SW DM VA AN R&D,IT,Work relations when you're remote,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82443075
DI SW DM VA AN R&D,IT,XR - Future of collaboration,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82443755
DI SW DM VA AN R&D,IT,What no one ever told you about Agile,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82444558
DI SW DM VA AN R&D,IT,How we are integrating User Experience into our Projects & Services? ,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82444888
DI SW DM VA AN R&D,IT,The power of Analytics ,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82446182
DI SW DM VA AN R&D,IT,Top 10 basics (and life saving) office hacks,12/5/22,12/5/22,0.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82446310
DI SW DM R&D-MOM DA,IT,CCT SSP FY20/21 - Q4 Key Deliverable Presentation (Updated Agenda),19/10/21,19/10/21,1.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,OUTLOOK10 - My Community Learning (Community-Based Learning),78923058
