Business Unit ,Country of participant,Course Title,Start Date,End Date,Duration Hours,Training offered,Category,Delivery Method,Product Type,Training Supplier ID,Learning Activity ID
DI SW DM SPM-MOM Q R&D GER-S,DE,Learning from mistakes - aus Fehlern lernen II,20/1/22,20/1/22,0.75,Internal,Business Learning,Self-paced learning,WBT - Web-based training,ODE100 - Learning Campus Germany (OneLMS),80224949
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702781
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705819
DI SW DM SPM-MOM Q R&D GER-S,DE,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708646
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - The 10% program - Dedicate 10% of your time for building the future products and technologies of the company,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80710083
DI SW DM SPM-MOM Q R&D GER-S,DE,Siemens Export Control Essentials,6/4/22,6/4/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81784740
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - How the market is influenced by business analysts,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702894
DI SW DM SPM-MOM Q R&D GER-E,DE,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708660
DI SW DM SPM-MOM Q R&D GER-E,DE,Siemens Export Control Essentials,4/3/22,4/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81004499
DI SW DM SPM-MOM Q R&D GER-E,DE,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014087
DI SW DM SPM-MOM Q R&D PO,DE,Six Sigma – Grundlagen,24/9/21,6/10/21,1.821,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,78544298
DI SW DM SPM-MOM Q R&D PO,DE,Introduction to Prescriptive Framework - An Overview,5/1/22,5/1/22,0.5,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80377836
DI SW DM SPM-MOM Q R&D PO,DE,DM Learning Day - Meet your patents buddies @DM,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80709835
DI SW DM SPM-MOM Q R&D PO,DE,DM Learning Day - The 12 Agile Principles: What Are They and Do They Still Matter?,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80711672
DI SW DM SPM-MOM Q R&D PO,DE,Enhancing Team Innovation,4/2/22,4/2/22,1.238,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80321782
DI SW DM SPM-MOM Q R&D PO,DE,(Channel) PSPO II (Professional Scrum Product Owner II) Bootcamp,4/2/22,4/2/22,1,Internal,Product Learning,Self-paced learning,WBT - Web-based training,PLM100 - Siemens PLM Software / Learning Center,80947659
DI SW DM SPM-MOM Q R&D PO,DE,Become a Rapid Developer,24/1/22,8/3/22,24,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81236621
DI SW DM SPM-MOM Q R&D PO,DE,Siemens Export Control Essentials,29/3/22,29/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81340787
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - SupplyFrame - A real gamechanger in digitalizing procurement for electronics,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79668437
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Building a budget,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80579563
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - UX on the ROX!,21/10/21,21/10/21,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80581202
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - DM Q-Gate handling with Polarion - Introductory session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80582358
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583273
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Why semiconductor manufacturing is extremely challenging,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585017
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Trust – How to Make or Break It! Building Trust and Psychological Safety in the Workplace,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585320
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Getting more out of Excel,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80585739
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702794
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Production Management Innovation driven by AI and ML,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705662
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705845
DI SW DM SPM-MOM Q R&D GER-E,DE,"DM Learning Day - AWS Guest Speaker : NoSQL , Led by: Leonid Koren",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708661
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - The 10% program - Dedicate 10% of your time for building the future products and technologies of the company,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80710104
DI SW DM SPM-MOM Q R&D GER-E,DE,Git Grundkurs,31/1/22,31/1/22,1.48,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,80286899
DI SW DM SPM-MOM Q R&D GER-E,DE,How to stay connected with yourself and your team,21/2/22,21/2/22,0.057,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80566136
DI SW DM SPM-MOM Q R&D GER-E,DE,Do you care for your body and your routines at home?,21/2/22,21/2/22,0.054,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80566137
DI SW DM SPM-MOM Q R&D GER-E,DE,How to care for a good self-management,21/2/22,21/2/22,0.046,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80566138
DI SW DM SPM-MOM Q R&D GER-E,DE,Research: When Boards Broaden Their Definition of Diversity  Women and People of Color Lose Out,21/2/22,21/2/22,0.067,External,Business Learning,Self-paced learning,ELE - eLearning,LXP110 - My Learning World - Harvard Business Review,80566139
DI SW DM SPM-MOM Q R&D GER-E,DE,Where next - Basic,21/2/22,21/2/22,0.25,External,Product Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80566140
DI SW DM SPM-MOM Q R&D GER-E,DE,Set your preferred language,21/2/22,21/2/22,0.05,External,Product Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80566141
DI SW DM SPM-MOM Q R&D GER-E,DE,Growth Talks in Deutschland - ein erster ?berblick,22/2/22,22/2/22,0.083,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80638596
DI SW DM SPM-MOM Q R&D GER-E,DE,Growth Talks Deutschland,22/2/22,22/2/22,0.047,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,80638597
DI SW DM SPM-MOM Q R&D GER-E,DE,Siemens Export Control Essentials,22/2/22,22/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80732371
DI SW DM SPM-MOM Q R&D GER-E,DE,Navigating Work From Home,22/2/22,22/2/22,1.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81585594
DI SW DM SPM-MOM Q R&D GER-E,DE,5 Choices to Extraordinary Productivity,9/3/22,10/3/22,8,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81585760
DI SW DM SPM-MOM Q R&D GER-E,DE,5 Choices to Extraordinary Productivity,9/3/22,10/3/22,8,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,81718656
DI SW DM SPM-MOM Q R&D GER-E,DE,Own Your Career (OYC),5/4/22,5/4/22,1.5,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81585766
DI SW DM SPM-MOM Q R&D GER-E,DE,Own Your Career (OYC),5/4/22,5/4/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,82223622
DI SW DM SPM-MOM Q R&D GER-E,DE,Pipeline- vs. Platform business models,7/4/22,7/4/22,0.167,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711004
DI SW DM SPM-MOM Q R&D GER-E,DE,SW Community,7/4/22,7/4/22,0.167,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711005
DI SW DM SPM-MOM Q R&D GER-E,DE,New IoT Business Models,7/4/22,7/4/22,0.25,External,Product Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711006
DI SW DM SPM-MOM Q R&D GER-E,DE,Contradiction and Challenges to establish new IoT  business models,7/4/22,7/4/22,0.283,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711007
DI SW DM SPM-MOM Q R&D GER-E,DE,XaaS - Everything as a service,7/4/22,7/4/22,0.383,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711008
DI SW DM SPM-MOM Q R&D GER-E,DE,Strategic Partnerships: Ecosystems and Platforms,7/4/22,7/4/22,0.434,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81711009
DI SW DM SPM-MOM Q R&D GER-E,DE,“SW Curriculum” wins SATURN Award,7/4/22,7/4/22,0.083,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711010
DI SW DM SPM-MOM Q R&D GER-E,DE,Software Development Glossary  @ Siemens,7/4/22,7/4/22,0.75,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711011
DI SW DM SPM-MOM Q R&D GER-E,DE,Introduction to the Software Architecture Core Learning Path (Expert Course) ,7/4/22,7/4/22,0.033,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711012
DI SW DM SPM-MOM Q R&D GER-E,DE,Business Case and Ecosystems,7/4/22,7/4/22,0.083,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711013
DI SW DM SPM-MOM Q R&D GER-E,DE,Role of the Architect ,7/4/22,7/4/22,0.5,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711014
DI SW DM SPM-MOM Q R&D GER-E,DE,Storyline of the Building Blocks of the Learning Path SSWA,7/4/22,7/4/22,0.042,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711015
DI SW DM SPM-MOM Q R&D GER-E,DE,Routine and Learning ,7/4/22,7/4/22,0.1,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711016
DI SW DM SPM-MOM Q R&D GER-E,DE,Welcome to the Learning Path for Senior SW Architects!,7/4/22,7/4/22,0.035,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711019
DI SW DM SPM-MOM Q R&D GER-E,DE,Guiding Didactic Design Principles,7/4/22,7/4/22,0.037,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711022
DI SW DM SPM-MOM Q R&D GER-E,DE,Nomination Process for Senior Software Architect Core Learning Program (SSWA),7/4/22,7/4/22,0.097,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711026
DI SW DM SPM-MOM Q R&D GER-E,DE,Introducing BizMo,7/4/22,7/4/22,0.036,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711030
DI SW DM SPM-MOM Q R&D GER-E,DE,Introducing Vendix,7/4/22,7/4/22,0.114,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711033
DI SW DM SPM-MOM Q R&D GER-E,DE,BizMo: front stage,7/4/22,7/4/22,0.064,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711037
DI SW DM SPM-MOM Q R&D GER-E,DE,BizMo: revenue module,7/4/22,7/4/22,0.147,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711040
DI SW DM SPM-MOM Q R&D GER-E,DE,BizMo: back stage,7/4/22,7/4/22,0.057,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711044
DI SW DM SPM-MOM Q R&D GER-E,DE,Example BizMo - Vending Machine Industry,7/4/22,7/4/22,0.108,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711048
DI SW DM SPM-MOM Q R&D GER-E,DE,Structuring your Business with the BizMo Framework,7/4/22,7/4/22,0.044,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711052
DI SW DM SPM-MOM Q R&D GER-E,DE,Why do we need ecosystems?,7/4/22,7/4/22,0.067,External,Business Learning,Self-paced learning,ELE - eLearning,LXP100 - My Learning World,81711055
DI SW DM SPM-MOM Q R&D GER-E,DE,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014092
DI SW DM SPM-MOM Q R&D PO,DE,Unconscious Bias,20/1/22,20/1/22,2,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80388098
DI SW DM SPM-MOM Q R&D PO,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705814
DI SW DM SPM-MOM Q R&D PO,DE,DM Learning Day - Guest Speaker: Presenting with Increased Presence,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80708203
DI SW DM SPM-MOM Q R&D PO,DE,ISO 27001 training for Internal Auditor Certification,21/2/22,28/2/22,24,External,Technical and Technology Training,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,81058315
DI SW DM SPM-MOM Q R&D PO,DE,Siemens Export Control Essentials,17/3/22,17/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81197772
DI SW DM SPM-MOM Q R&D GER-S,DE,"DM Learning Day: Guest Speaker: Make Peace with Time, Led by Cindy Dickinson",21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79858428
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - DM Q-Gate handling with Polarion - Introductory session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80582356
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702789
DI SW DM SPM-MOM Q R&D GER-S,DE,"DM Learning Day - Teamcenter Doctor, a Teamcenter Operation Diagnostic Suite Introduction and latest updates",20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80707423
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - AWS Guest Speaker : Serverless Solution,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80709113
DI SW DM SPM-MOM Q R&D GER-S,DE,DM Learning Day - The 12 Agile Principles: What Are They and Do They Still Matter?,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80711680
DI SW DM SPM-MOM Q R&D GER-S,DE,DevOps Fundamentals,25/1/22,28/1/22,27,External,Technical and Technology Training,Virtual Instructor-led training (VILT),VIR - Virtual classroom,MANUAL$ - Entry via GLP 2.0 UI,80284226
DI SW DM SPM-MOM Q R&D GER-S,DE,Siemens Export Control Essentials,18/3/22,18/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81206281
DI SW DM SPM-MOM Q R&D GER-S,DE,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014108
DI SW DM SPM-MOM Q R&D GER-E,DE,SAFe® for Teams 5.1,6/10/21,12/10/21,30,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583942
DI SW DM SPM-MOM Q R&D GER-E,DE,"DM Learning Day: Guest Speaker: Make Peace with Time, Led by Cindy Dickinson",21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79858481
DI SW DM SPM-MOM Q R&D GER-E,DE,"DM Learning Day - Introduction to MOM: market, portfolio, strategy and organization",21/10/21,21/10/21,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80579071
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705829
DI SW DM SPM-MOM Q R&D GER-E,DE,Siemens Export Control Essentials,17/3/22,17/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81201251
DI SW DM SPM-MOM Q R&D GER-E,DE,Organisiere deinen Tag,11/5/22,11/5/22,0.008,Internal,Business Learning,Virtual Instructor-led training (VILT),WBN - Webinar,DIGIHUB10 - DigiHub,82482349
DI SW DM SPM-MOM Q R&D PO,DE,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702787
DI SW DM SPM-MOM Q R&D PO,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705838
DI SW DM SPM-MOM Q R&D PO,DE,Siemens Export Control Essentials,29/3/22,29/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81340568
DI SW DM SPM-MOM Q R&D GER-W,DE,"DM Learning Day: Guest Speaker: Make Peace with Time, Led by Cindy Dickinson",21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79858445
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - Smart Manufacturing for Automotive,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583878
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - Quantum Computing without the uncertainty,20/1/22,20/1/22,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705490
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705813
DI SW DM SPM-MOM Q R&D GER-W,DE,Siemens Export Control Essentials,21/2/22,21/2/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,80738846
DI SW DM SPM-MOM Q R&D GER-W,DE,LINQ Grundkurs,7/4/22,7/4/22,2.193,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81715874
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - DM Q-Gate handling with Polarion  - Advanced session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,79856891
DI SW DM SPM-MOM Q R&D GER-W,DE,"DM Learning Day - Introduction to MOM: market, portfolio, strategy and organization",21/10/21,21/10/21,0.75,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80579073
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - Introduction to Semantic Technology,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80581361
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - DM Q-Gate handling with Polarion - Introductory session,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80582357
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - The Achilles heel of software development: methods to establish quality,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80582518
DI SW DM SPM-MOM Q R&D GER-W,DE,UX Foundations: Interaction Design,22/10/21,24/10/21,0.277,External,Business Learning,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,78951157
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - Guest Speaker: Visual Studio 2022 : Level-up your productivity and testing,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80702790
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - Knowledge Graph technology and applicability,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80707237
DI SW DM SPM-MOM Q R&D GER-W,DE,DM Learning Day - The 12 Agile Principles: What Are They and Do They Still Matter?,20/1/22,20/1/22,1.5,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80711682
DI SW DM SPM-MOM Q R&D GER-W,DE,Build an App in Mendix Studio,20/1/22,20/1/22,2,Internal,Product Learning,Self-paced learning,WBT - Web-based training,MENDIX10 - Mendix Academy,81235185
DI SW DM SPM-MOM Q R&D GER-W,DE,Siemens Export Control Essentials,3/3/22,3/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81000699
DI SW DM SPM-MOM Q R&D GER-W,DE,JavaScript f?r .NET-Entwickler:innen,7/4/22,7/4/22,3.163,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81717710
DI SW DM SPM-MOM Q R&D GER-W,DE,JavaScript f?r .NET-Entwickler:innen,7/4/22,7/4/22,3,Internal,Business Learning,Self-paced learning,ELE - eLearning,LTI100 - QUICK - Manual entry for Formal Learning Activities,81893702
DI SW DM SPM-MOM Q R&D GER-W,DE,React.js: Ein Web-Interface entwickeln,6/4/22,8/4/22,0.97,External,Technical and Technology Training,Self-paced learning,ELE - eLearning,LXP105 - My Learning World - LinkedIn Learning,81690803
DI SW DM SPM-MOM Q R&D GER-W,DE,PSS@MOM General Awareness Training for R&D Team Members - 2022,21/4/22,21/4/22,1,Internal,Business Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,CBL100 - My Community Learning/Host,82014074
DI SW DM SPM-MOM Q R&D GER-E,DE,DM Learning Day - Modular MOM – Quo vadis?,20/1/22,20/1/22,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80705828
DI SW DM SPM-MOM Q R&D GER-E,DE,Siemens Export Control Essentials,29/3/22,29/3/22,0.333,Internal,Business Learning,Self-paced learning,ELE - eLearning,SABA10 - SABA Global Learning Campus,81341241
DI SW DM SPM-MOM Q R&D ARCH,US,DM Learning Day -  Guest Speaker AWS:  Make your development easier with Kubernetes on AWS,21/10/21,21/10/21,1,Internal,Product Learning,Virtual Instructor-led training (VILT),VIR - Virtual classroom,PLM100 - Siemens PLM Software / Learning Center,80583263
